Date,mes,building,contents,profits,total,Anio,frecuencia
05/05/1981,5,1.40560419,0,0,1.405604,1981,
06/05/1981,5,1.54806422,1.572739,0,3.120803,1981,
11/05/1981,5,1.59818087,0,0,1.598181,1981,
13/05/1981,5,1.57273919,2.228047,0,3.800786,1981,
14/05/1981,5,1.51008912,0,0,1.510089,1981,
16/05/1981,5,1.17955439,0.3931848,0,1.572739,1981,
16/05/1981,5,1.69899083,0.1310616,0,1.830052,1981,
21/05/1981,5,2.62123198,0,0,2.621232,1981,
21/05/1981,5,2.33072739,0.4757536,0,2.806481,1981,
23/05/1981,5,0.78636959,0.5714286,0,1.357798,1981,
24/05/1981,5,0.98951507,0.6290957,0,1.618611,1981,
25/05/1981,5,0.65530799,1.310616,0,1.965924,1981,
28/05/1981,5,2.76015727,0.2621232,0,3.02228,1981,
29/05/1981,5,2.62123198,53.60419,0,56.225426,1981,
31/05/1981,5,4.58715596,0.3931848,0,4.980341,1981,
02/06/1981,6,1.98716252,0,0,1.987163,1981,
14/06/1981,6,1.96592398,0,0,1.965924,1981,
16/06/1981,6,2.71129227,0,0,2.711292,1981,
17/06/1981,6,1.70380079,0.1965924,0,1.900393,1981,
18/06/1981,6,1.39580603,0.327654,0,1.72346,1981,
18/06/1981,6,1.57273919,0,0,1.572739,1981,
19/06/1981,6,1.37614679,0.327654,0,1.703801,1981,
19/06/1981,6,2.32634338,0.6933159,0,3.019659,1981,
21/06/1981,6,1.83486239,0,0,1.834862,1981,
24/06/1981,6,0.69724771,0.7221494,0,1.419397,1981,
29/06/1981,6,3.93184797,0.4587156,0,4.390564,1981,
30/06/1981,6,5.24246396,2.621232,0,7.863696,1981,
01/07/1981,7,0.5242464,1.048493,0,1.572739,1981,
01/07/1981,7,1.33661337,0,0,1.336613,1981,
05/07/1981,7,1.70380079,0,0,1.703801,1981,
07/07/1981,7,1.96592398,0.6696986,0,2.635623,1981,
10/07/1981,7,1.43564875,0.4290695,0,1.864718,1981,
11/07/1981,7,1.44167759,0.01607733,0,1.457755,1981,
11/07/1981,7,5.89777195,1.415465,0.24508519,7.558322,1981,
12/07/1981,7,1.68281782,0.0927405,0.25583879,2.031397,1981,
20/07/1981,7,0.98296199,0.3669725,0,1.349934,1981,
26/07/1981,7,1.12505898,0.3414155,0.00838794,1.474862,1981,
28/07/1981,7,3.40760157,1.310616,0.3931848,5.111402,1981,
30/07/1981,7,5.24246396,0,0,5.242464,1981,
31/07/1981,7,1.31061599,0.1310616,0,1.441678,1981,
04/08/1981,8,3.93613893,0,0,3.936139,1981,
05/08/1981,8,4.06290957,0,0,4.06291,1981,
11/08/1981,8,0.98296199,0.3931848,0,1.376147,1981,
19/08/1981,8,1.59895151,0.08519004,0,1.684142,1981,
19/08/1981,8,1.18947837,0.1787693,0.07237222,1.44062,1981,
25/08/1981,8,1.36454915,0,0,1.364549,1981,
25/08/1981,8,0,1.572739,0,1.572739,1981,
27/08/1981,8,2.18542202,0,0,2.185422,1981,
27/08/1981,8,3.281346,0,0,3.281346,1981,
27/08/1981,8,1.36310092,0,0,1.363101,1981,
28/08/1981,8,1.70380079,0.2228047,0.1965924,2.123198,1981,
28/08/1981,8,2.09698558,0.5373526,0,2.634338,1981,
28/08/1981,8,1.83486239,0.2634338,0,2.098296,1981,
29/08/1981,8,1.63826999,1.402898,0.3931848,3.434353,1981,
01/09/1981,9,1.31276278,0.1660328,0,1.478796,1981,
02/09/1981,9,1.31061599,1.310616,0,2.621232,1981,
03/09/1981,9,2.75229358,0.249017,0,3.001311,1981,
04/09/1981,9,1.42973394,0,0,1.429734,1981,
06/09/1981,9,8.12581913,2.096986,0,10.222805,1981,
09/09/1981,9,1.39549803,1.183898,0,2.579396,1981,
09/09/1981,9,1.75535911,0,0,1.755359,1981,
10/09/1981,9,1.47340498,0,0,1.473405,1981,
11/09/1981,9,1.17955439,0.7732634,0,1.952818,1981,
14/09/1981,9,1.77986894,0,0,1.779869,1981,
15/09/1981,9,1.98686239,0,0,1.986862,1981,
16/09/1981,9,1.53997379,0.3997379,0,1.939712,1981,
17/09/1981,9,1.67590039,0,0,1.6759,1981,
17/09/1981,9,0,1.572739,0,1.572739,1981,
19/09/1981,9,1.83486239,0.03473132,0.655308,2.524902,1981,
19/09/1981,9,14.02359109,0,0.655308,14.678899,1981,
20/09/1981,9,2.0904325,0.7470511,0.1965924,3.034076,1981,
21/09/1981,9,1.04849279,0.9305374,0,1.97903,1981,
22/09/1981,9,4.62714286,1.310616,0,5.937759,1981,
26/09/1981,9,0.3931848,1.048493,0,1.441678,1981,
29/09/1981,9,0,2.621232,0,2.621232,1981,
01/10/1981,10,1.70380079,0.3342071,0,2.038008,1981,
03/10/1981,10,0.47837484,2.49017,0.78636959,3.754915,1981,
07/10/1981,10,1.96592398,0.4718218,0,2.437746,1981,
07/10/1981,10,1.70203145,0,0,1.702031,1981,
11/10/1981,10,5.48341153,1.626459,0,7.10987,1981,
15/10/1981,10,2.01965924,0,0,2.019659,1981,
17/10/1981,10,1.85049017,0,0,1.85049,1981,
18/10/1981,10,1.21887287,0.1970773,0,1.41595,1981,
22/10/1981,10,2.24115334,3.800786,1.65137615,7.693316,1981,
25/10/1981,10,1.44167759,1.572739,0,3.014417,1981,
27/10/1981,10,1.37614679,0.3931848,0.5897772,2.359109,1981,
28/10/1981,10,1.00253866,0.5897772,0,1.592316,1981,
01/11/1981,11,1.03538663,0.3538663,0,1.389253,1981,
01/11/1981,11,1.33296855,0,0,1.332969,1981,
03/11/1981,11,1.17955439,0.2437746,0,1.423329,1981,
03/11/1981,11,0.99198952,1.330274,0.655308,2.977571,1981,
05/11/1981,11,1.38735518,0,0,1.387355,1981,
05/11/1981,11,0.8768021,0.5281782,0,1.40498,1981,
08/11/1981,11,1.96592398,0.655308,0,2.621232,1981,
13/11/1981,11,2.44429882,1.179554,0.655308,4.279161,1981,
15/11/1981,11,1.57273919,0.0327654,0,1.605505,1981,
16/11/1981,11,1.70380079,0.3079948,0,2.011796,1981,
17/11/1981,11,1.31061599,0.9567497,0,2.267366,1981,
17/11/1981,11,1.46465007,0,0,1.46465,1981,
19/11/1981,11,1.27707995,2.096986,0,3.374066,1981,
22/11/1981,11,0.35187418,1.138925,0,1.490799,1981,
24/11/1981,11,1.57273919,0.5242464,0,2.096986,1981,
25/11/1981,11,1.09979685,0.4703696,0,1.570166,1981,
25/11/1981,11,1.04849279,0.327654,0,1.376147,1981,
01/12/1981,12,2.62123198,0.5242464,0,3.145478,1981,
07/12/1981,12,8.45373526,0,0,8.453735,1981,
10/12/1981,12,0.80523591,2.228047,0,3.033283,1981,
13/12/1981,12,0.0982962,1.965924,0,2.06422,1981,
14/12/1981,12,5.24246396,1.179554,0,6.422018,1981,
14/12/1981,12,1.89878768,0,0,1.898788,1981,
18/12/1981,12,1.31061599,0.1795544,0,1.49017,1981,
21/12/1981,12,2.88335518,47.18218,0,50.065531,1981,
21/12/1981,12,1.44167759,0.1179554,0,1.559633,1981,
22/12/1981,12,0,1.965924,0,1.965924,1981,
28/12/1981,12,1.80005242,0,0,1.800052,1981,
29/12/1981,12,2.09698558,0.327654,0,2.42464,1981,
29/12/1981,12,0,1.310616,0,1.310616,1981,
31/12/1981,12,1.31061599,0.3014417,0,1.612058,1981,
06/01/1982,1,2.08085612,2.140309,0,4.221165,1982,
08/01/1982,1,0.78478002,0.4756243,0,1.260404,1982,
08/01/1982,1,1.11802616,0.2856671,0,1.403693,1982,
09/01/1982,1,1.07015458,0.2271106,0,1.297265,1982,
13/01/1982,1,1.66698098,0.2605113,0,1.927492,1982,
13/01/1982,1,1.42687277,0.488585,0,1.915458,1982,
14/01/1982,1,1.20745184,0,0,1.207452,1982,
17/01/1982,1,0,5.698583,0,5.698583,1982,
21/01/1982,1,1.72413793,0.1783591,0,1.902497,1982,
22/01/1982,1,0.71343639,0.475698,0,1.189134,1982,
22/01/1982,1,1.73569322,8.442331,0,10.178024,1982,
22/01/1982,1,0,0.3602449,1.24183472,1.60208,1982,
24/01/1982,1,0,4.161712,0,4.161712,1982,
28/01/1982,1,2.36304994,0,0,2.36305,1982,
29/01/1982,1,1.90740428,0.05763971,0,1.965044,1982,
01/02/1982,2,1.62689298,0.3190892,0,1.945982,1982,
01/02/1982,2,2.85374554,0,0,2.853746,1982,
03/02/1982,2,0.921522,0.280918,0,1.20244,1982,
04/02/1982,2,3.92390012,6.896552,0,10.820452,1982,
04/02/1982,2,1.58876338,0,0,1.588763,1982,
04/02/1982,2,1.65045184,0.4458977,0,2.09635,1982,
05/02/1982,2,4.75624257,0,0.71343639,5.469679,1982,
07/02/1982,2,1.10225922,0.7907253,0,1.892985,1982,
08/02/1982,2,1.4863258,0.5469679,0,2.033294,1982,
09/02/1982,2,0.65398335,0.9512485,0,1.605232,1982,
16/02/1982,2,1.20689655,0.196195,0,1.403092,1982,
22/02/1982,2,0.9274673,0.2675386,0,1.195006,1982,
25/02/1982,2,2.85374554,0.39239,0,3.246136,1982,
27/02/1982,2,1.26312247,0,0,1.263122,1982,
27/02/1982,2,0.59453032,2.378121,0,2.972652,1982,
28/02/1982,2,1.1038799,0.1010702,0,1.20495,1982,
28/02/1982,2,1.88127348,0,0,1.881273,1982,
28/02/1982,2,1.18906064,0.5945303,0,1.783591,1982,
07/03/1982,3,1.78359096,2.140309,0,3.9239,1982,
07/03/1982,3,1.90249703,0,0,1.902497,1982,
10/03/1982,3,1.6646849,0,0,1.664685,1982,
10/03/1982,3,1.4801736,2.972652,0,4.452825,1982,
19/03/1982,3,1.20471463,0.1189061,0,1.323621,1982,
20/03/1982,3,1.18906064,0.4161712,0,1.605232,1982,
22/03/1982,3,9.6313912,15.33888,0,24.970273,1982,
25/03/1982,3,2.73483948,0,0,2.734839,1982,
29/03/1982,3,1.78359096,0,0,1.783591,1982,
05/04/1982,4,0.91914388,0.7134364,0.1783591,1.810939,1982,
05/04/1982,4,1.08204518,1.032105,0,2.11415,1982,
11/04/1982,4,1.30796671,0.08323424,0,1.391201,1982,
12/04/1982,4,1.34601665,0,0,1.346017,1982,
12/04/1982,4,1.50738407,0,0,1.507384,1982,
14/04/1982,4,1.10814507,0.8323424,0,1.940488,1982,
14/04/1982,4,2.37812128,0.1533294,0.03834721,2.569798,1982,
18/04/1982,4,1.58076576,0,0,1.580766,1982,
18/04/1982,4,1.40903686,0.078478,0,1.487515,1982,
20/04/1982,4,0,1.307967,0.21403092,1.521998,1982,
21/04/1982,4,1.44351962,0.2473246,0,1.690844,1982,
22/04/1982,4,0,1.783591,0,1.783591,1982,
24/04/1982,4,1.12514031,0.1337253,0,1.258866,1982,
24/04/1982,4,1.57374792,0,0,1.573748,1982,
24/04/1982,4,1.22829964,0.2390012,0,1.467301,1982,
25/04/1982,4,2.71370511,0,0,2.713705,1982,
25/04/1982,4,2.6646849,0.07134364,0,2.736029,1982,
27/04/1982,4,1.45659929,0,0,1.456599,1982,
28/04/1982,4,2.13743163,0,0,2.137432,1982,
28/04/1982,4,2.37812128,0.1009691,0,2.47909,1982,
01/05/1982,5,0,1.783591,0.59453032,2.378121,1982,
01/05/1982,5,1.07015458,3.567182,0,4.637337,1982,
02/05/1982,5,0.59453032,0.5945303,0,1.189061,1982,
03/05/1982,5,1.54577883,0,0,1.545779,1982,
08/05/1982,5,1.90249703,0.4399524,0,2.342449,1982,
12/05/1982,5,0,2.337693,0,2.337693,1982,
16/05/1982,5,0.68370987,0.6539834,0.05945303,1.397146,1982,
23/05/1982,5,0.65398335,3.567182,0,4.221165,1982,
31/05/1982,5,1.54577883,0.0941736,0,1.639952,1982,
03/06/1982,6,1.18906064,0.02972652,0,1.218787,1982,
06/06/1982,6,0.83234245,2.853746,0,3.686088,1982,
07/06/1982,6,2.49702735,0,0,2.497027,1982,
08/06/1982,6,2.49702735,0,0,2.497027,1982,
10/06/1982,6,0.95124851,2.972652,1.30796671,5.231867,1982,
10/06/1982,6,0.83234245,0.4756243,0,1.307967,1982,
11/06/1982,6,1.26812485,0,0,1.268125,1982,
16/06/1982,6,1.6646849,0.5005945,0,2.165279,1982,
17/06/1982,6,4.25369917,0.3864935,0,4.640193,1982,
17/06/1982,6,1.78359096,1.189061,0,2.972652,1982,
22/06/1982,6,0.59453032,0.9512485,0.11890606,1.664685,1982,
24/06/1982,6,0.95124851,0.2378121,0,1.189061,1982,
27/06/1982,6,7.72889417,3.567182,0.59453032,11.890606,1982,
01/07/1982,7,2.55648038,0.3091558,0,2.865636,1982,
01/07/1982,7,1.24436742,0,0,1.244367,1982,
03/07/1982,7,0,1.724138,0,1.724138,1982,
11/07/1982,7,5.69560048,0,0,5.6956,1982,
14/07/1982,7,1.24851367,0.1110559,0,1.35957,1982,
14/07/1982,7,2.14030916,3.745541,1.18906064,7.074911,1982,
15/07/1982,7,1.40347562,0,0,1.403476,1982,
15/07/1982,7,1.17507491,0.09416885,0.13317479,1.402419,1982,
19/07/1982,7,0,1.319857,0,1.319857,1982,
21/07/1982,7,1.96481451,1.553158,0.80261593,4.320589,1982,
24/07/1982,7,1.4863258,0.3567182,0,1.843044,1982,
24/07/1982,7,1.1117717,0.3032105,0,1.414982,1982,
26/07/1982,7,0,1.486326,0,1.486326,1982,
27/07/1982,7,4.75624257,0.1897895,0,4.946032,1982,
28/07/1982,7,0.7372176,1.175981,0,1.913199,1982,
29/07/1982,7,3.68608799,9.374554,6.98929845,20.049941,1982,
29/07/1982,7,1.43650773,0,0,1.436508,1982,
31/07/1982,7,3.12960761,2.378121,0,5.507729,1982,
01/08/1982,8,2.25921522,0.9512485,0,3.210464,1982,
02/08/1982,8,1.39932818,0,0,1.399328,1982,
04/08/1982,8,3.57922711,0.6145077,0.808,5.001735,1982,
04/08/1982,8,2.97265161,0.4756243,0,3.448276,1982,
05/08/1982,8,3.09155767,0.4649227,0,3.55648,1982,
05/08/1982,8,1.35756837,0,0,1.357568,1982,
06/08/1982,8,1.23693817,0.8945731,0,2.131511,1982,
06/08/1982,8,1.84188585,0,0,1.841886,1982,
07/08/1982,8,1.42687277,0,0,1.426873,1982,
09/08/1982,8,2.16409037,0.2535077,0,2.417598,1982,
11/08/1982,8,1.25215458,0,0,1.252155,1982,
12/08/1982,8,1.89970273,0,0,1.899703,1982,
13/08/1982,8,1.15645898,0.4027241,0,1.559183,1982,
20/08/1982,8,1.24925327,0,0,1.249253,1982,
21/08/1982,8,1.90324138,0,0,1.903241,1982,
