date,building,contents,profits,total
05/01/1980,1.02489019,1.02489,0,2.04978
05/02/1980,1.08898975,0.8397218,0,1.928712
05/02/1980,2.12430307,1.138851,0,3.263154
05/04/1980,0.89897511,0.8052709,0,1.704246
05/07/1980,2.07460761,0,0,2.074608
05/09/1980,1.09809663,2.196193,0,3.29429
05/10/1980,1.83997511,0,0,1.839975
05/16/1980,7.32064422,0,0,7.320644
05/18/1980,5.85651537,1.464129,0,7.320644
05/20/1980,1.57621523,0,0,1.576215
05/20/1980,4.8560981,0,0,4.856098
05/21/1980,1.54227526,0,0,1.542275
05/26/1980,9.3250366,4.295754,0,13.620791
05/29/1980,0.73206442,1.02489,0,1.756955
05/29/1980,1.6398243,0,0,1.639824
06/02/1980,2.03637775,0,0,2.036378
06/03/1980,7.32064422,14.64129,0,21.961933
06/11/1980,1.79902635,0,0,1.799026
06/12/1980,2.30600293,0.1464129,0,2.452416
06/15/1980,1.24450952,1.424597,0,2.669107
06/15/1980,2.02414641,0,0,2.024146
06/16/1980,0.61200586,1.112738,0,1.724744
06/17/1980,1.64386384,0,0,1.643864
06/21/1980,1.17130307,0.7906296,0,1.961933
06/30/1980,3.80673499,0.8199122,0,4.626647
07/02/1980,1.46412884,0,0,1.464129
07/04/1980,0.94670571,2.060029,0.95651537,3.96325
07/04/1980,1.1132123,4.45064,0,5.563852
07/07/1980,0,4.392387,0,4.392387
07/10/1980,3.64031332,0,0,3.640313
07/12/1980,1.29575403,0.3821376,0,1.677892
07/14/1980,1.15666179,0.2928258,0,1.449488
07/15/1980,95.16837482,106.1493,61.93265007,263.250366
07/25/1980,0,2.500732,0,2.500732
07/26/1980,1.58272328,0.05270864,0.19033675,1.825769
07/26/1980,9.88286969,0,0,9.88287
07/28/1980,1.04852123,1.098097,0,2.146618
07/29/1980,0,2.870259,0,2.870259
08/07/1980,4.27804246,1.157665,0.88420644,6.319914
08/08/1980,2.1234612,0,0,2.123461
08/08/1980,2.48901903,0.4348463,0,2.923865
08/11/1980,1.03672767,0.867877,0.1317716,2.036376
08/18/1980,0.05270864,1.683748,0,1.736457
08/18/1980,2.04978038,0,0,2.04978
08/20/1980,1.9033675,0,0,1.903367
08/21/1980,1.61054173,0,0,1.610542
08/23/1980,1.46412884,0.2532943,0,1.717423
08/23/1980,0,2.375512,0.75392533,3.129438
08/27/1980,1.45166471,0.6002928,0,2.051958
08/28/1980,1.9675183,0,0,1.967518
08/28/1980,0.5124451,1.590044,0,2.102489
08/28/1980,0,2.380673,0.87847731,3.259151
08/30/1980,1.99853587,0,0,1.998536
08/30/1980,0.14641288,5.270864,0,5.417277
09/02/1980,2.81983602,0,0,2.819836
09/04/1980,3.27298536,0,0.4240981,3.697083
09/05/1980,1.75695461,0.2884334,0,2.045388
09/05/1980,2.67935578,0,0,2.679356
09/08/1980,0.55595461,2.064999,0.80527086,3.426224
09/11/1980,1.31771596,0.2708638,0,1.58858
09/12/1980,1.33461347,2.928258,0,4.262871
09/12/1980,1.24341435,0.5124451,0,1.755859
09/14/1980,1.98700586,0,0,1.987006
09/15/1980,1.66192533,0,0,1.661925
09/15/1980,5.41727672,2.196193,0,7.61347
09/15/1980,1.79487848,0,0,1.794878
09/15/1980,5.02767204,1.464129,0.18301611,6.674817
09/25/1980,0.23426061,1.893119,0.05856515,2.185944
09/28/1980,0,3.855051,0,3.855051
09/30/1980,0.43923865,2.342606,0.43923865,3.221083
10/01/1980,0.65885798,1.171303,0.29282577,2.122987
10/01/1980,0,1.467466,0.29282577,1.760291
10/06/1980,1.57313177,0.3953148,0.07320644,2.041653
10/07/1980,3.75593851,0,0,3.755939
10/07/1980,1.75695461,0.4851567,0,2.242111
10/08/1980,1.32579795,0.3953148,0,1.721113
10/09/1980,1.46412884,0,0,1.464129
10/12/1980,2.51569839,2.196193,0,4.711892
10/14/1980,2.1538243,0,0,2.153824
10/16/1980,0.87847731,1.512748,1.48358712,3.874813
10/17/1980,11.31039531,7.759883,0,19.070278
10/20/1980,1.75695461,0.1171303,0.01317716,1.887262
10/23/1980,0.5124451,0.9516837,0,1.464129
10/24/1980,1.53616398,0,0,1.536164
10/25/1980,2.56006589,0,0,2.560066
10/27/1980,1.31771596,1.481991,0,2.799707
10/29/1980,1.68374817,0.329429,0,2.013177
10/30/1980,1.3909224,0.07320644,0,1.464129
11/05/1980,3.66032211,2.664714,0,6.325037
11/07/1980,1.56730015,0,0,1.5673
11/09/1980,0,2.196193,0,2.196193
11/10/1980,1.61054173,0.7247438,0,2.335286
11/13/1980,1.53001464,0.5856515,0,2.115666
11/14/1980,0.75219766,0.717347,0,1.469545
11/18/1980,2.19619327,3.206442,0,5.402635
11/18/1980,5.3147877,0,0,5.314788
11/19/1980,1.31771596,1.554905,0,2.872621
11/20/1980,0,2.781845,0,2.781845
11/25/1980,2.57682138,0,0,2.576821
12/06/1980,3.10102489,0,0,3.101025
12/07/1980,0,1.464129,0,1.464129
12/08/1980,1.46412884,0.5856515,0,2.04978
12/09/1980,1.24450952,0.7174231,0,1.961933
12/09/1980,0,1.464129,0,1.464129
12/09/1980,2.04978038,0.5856515,0,2.635432
12/10/1980,0,1.464129,0,1.464129
12/10/1980,3.66032211,2.196193,0,5.856515
12/12/1980,2.66899122,0.4848873,0.14041142,3.29429
12/14/1980,1.26024158,1.260615,0,2.520857
12/17/1980,7.32064422,12.15227,0,19.472914
12/17/1980,1.31771596,0.5177467,0,1.835463
12/19/1980,2.04978038,0,0,2.04978
12/23/1980,2.78330893,0,0,2.783309
12/25/1980,1.75695461,1.02489,0,2.781845
12/26/1980,1.75695461,0,0,1.756955
12/27/1980,2.48901903,0.3513909,0,2.84041
12/31/1980,1.46412884,0.8667643,0,2.330893
01/01/1981,1.28440367,0.3407602,0.1310616,1.756225
01/01/1981,1.04849279,0.266055,0,1.314548
01/01/1981,0.5953211,1.80865,0,2.403971
01/03/1981,3.14547837,3.770152,0,6.91563
01/07/1981,1.4918768,0,0,1.491877
01/17/1981,1.53239581,0,0,1.532396
01/23/1981,1.87386107,0,0,1.873861
01/26/1981,1.44167759,0.3735256,0,1.815203
01/31/1981,5.89777195,2.359109,0,8.256881
02/02/1981,1.41020446,0,0,1.410204
02/07/1981,1.28919397,0.9174312,0,2.206625
02/10/1981,4.91480996,29.22674,0,34.141547
02/10/1981,2.44331062,0,0,2.443311
02/13/1981,3.59436959,0,0,3.59437
02/13/1981,1.96592398,0.406291,0,2.372215
02/15/1981,0.5242464,3.145478,0,3.669725
02/17/1981,0.99068152,5.242464,0.655308,6.888453
02/19/1981,1.80209699,0,0,1.802097
02/19/1981,1.44167759,0,0,1.441678
02/23/1981,2.68676278,5.570118,0.91743119,9.174312
02/27/1981,1.70380079,0.3931848,0,2.096986
03/01/1981,0.3931848,1.376147,1.04521625,2.814548
03/01/1981,1.32317693,0.3617261,0,1.684903
03/04/1981,1.44167759,0.4941022,0.163827,2.099607
03/09/1981,2.62123198,0,0,2.621232
03/10/1981,1.31061599,0.0655308,0,1.376147
03/12/1981,0.65530799,0.9239843,0.08519004,1.664482
03/13/1981,1.96592398,0.3931848,0,2.359109
03/16/1981,4.13648755,0,0,4.136488
03/19/1981,1.39439581,0,0,1.394396
03/23/1981,1.31061599,0.491481,0,1.802097
03/24/1981,1.33682831,0.4823067,0,1.819135
03/24/1981,0.33420708,0.9764089,0.20314548,1.513761
03/27/1981,3.01965924,0.06111402,0,3.080773
04/01/1981,7.20838794,13.76147,0,20.969856
04/10/1981,1.57273919,2.621232,0,4.193971
04/13/1981,1.17955439,0.6820891,0,1.861644
04/18/1981,1.96592398,0.5307995,0,2.496723
04/20/1981,0,1.477193,0.73658847,2.213781
04/20/1981,2.62123198,2.621232,0,5.242464
04/22/1981,1.32225426,0,0,1.322254
04/23/1981,2.09698558,6.159895,0.2948886,8.551769
04/24/1981,1.96592398,0,0,1.965924
04/25/1981,2.62123198,10.27392,0,12.895151
04/26/1981,1.39580603,0.3931848,0,1.788991
04/26/1981,1.89936959,0.2774574,0,2.176827
04/27/1981,8.01484928,0.7627785,0,8.777628
04/27/1981,1.38269987,0.4325033,0,1.815203
04/29/1981,1.68314024,0,0,1.68314
04/29/1981,1.31061599,2.332896,0,3.643512
05/02/1981,0.52555701,1.087811,0,1.613368
05/03/1981,0.94364351,0.5242464,0,1.46789
05/05/1981,1.40560419,0,0,1.405604
05/06/1981,1.54806422,1.572739,0,3.120803
05/11/1981,1.59818087,0,0,1.598181
05/13/1981,1.57273919,2.228047,0,3.800786
05/14/1981,1.51008912,0,0,1.510089
05/16/1981,1.17955439,0.3931848,0,1.572739
05/16/1981,1.69899083,0.1310616,0,1.830052
05/21/1981,2.62123198,0,0,2.621232
05/21/1981,2.33072739,0.4757536,0,2.806481
05/23/1981,0.78636959,0.5714286,0,1.357798
05/24/1981,0.98951507,0.6290957,0,1.618611
05/25/1981,0.65530799,1.310616,0,1.965924
05/28/1981,2.76015727,0.2621232,0,3.02228
05/29/1981,2.62123198,53.60419,0,56.225426
05/31/1981,4.58715596,0.3931848,0,4.980341
06/02/1981,1.98716252,0,0,1.987163
06/14/1981,1.96592398,0,0,1.965924
06/16/1981,2.71129227,0,0,2.711292
06/17/1981,1.70380079,0.1965924,0,1.900393
06/18/1981,1.39580603,0.327654,0,1.72346
06/18/1981,1.57273919,0,0,1.572739
06/19/1981,1.37614679,0.327654,0,1.703801
06/19/1981,2.32634338,0.6933159,0,3.019659
06/21/1981,1.83486239,0,0,1.834862
06/24/1981,0.69724771,0.7221494,0,1.419397
06/29/1981,3.93184797,0.4587156,0,4.390564
06/30/1981,5.24246396,2.621232,0,7.863696
07/01/1981,0.5242464,1.048493,0,1.572739
07/01/1981,1.33661337,0,0,1.336613
07/05/1981,1.70380079,0,0,1.703801
07/07/1981,1.96592398,0.6696986,0,2.635623
07/10/1981,1.43564875,0.4290695,0,1.864718
07/11/1981,1.44167759,0.01607733,0,1.457755
07/11/1981,5.89777195,1.415465,0.24508519,7.558322
07/12/1981,1.68281782,0.0927405,0.25583879,2.031397
07/20/1981,0.98296199,0.3669725,0,1.349934
07/26/1981,1.12505898,0.3414155,0.00838794,1.474862
07/28/1981,3.40760157,1.310616,0.3931848,5.111402
07/30/1981,5.24246396,0,0,5.242464
07/31/1981,1.31061599,0.1310616,0,1.441678
08/04/1981,3.93613893,0,0,3.936139
08/05/1981,4.06290957,0,0,4.06291
08/11/1981,0.98296199,0.3931848,0,1.376147
08/19/1981,1.59895151,0.08519004,0,1.684142
08/19/1981,1.18947837,0.1787693,0.07237222,1.44062
08/25/1981,1.36454915,0,0,1.364549
08/25/1981,0,1.572739,0,1.572739
08/27/1981,2.18542202,0,0,2.185422
08/27/1981,3.281346,0,0,3.281346
08/27/1981,1.36310092,0,0,1.363101
08/28/1981,1.70380079,0.2228047,0.1965924,2.123198
08/28/1981,2.09698558,0.5373526,0,2.634338
08/28/1981,1.83486239,0.2634338,0,2.098296
08/29/1981,1.63826999,1.402898,0.3931848,3.434353
09/01/1981,1.31276278,0.1660328,0,1.478796
09/02/1981,1.31061599,1.310616,0,2.621232
09/03/1981,2.75229358,0.249017,0,3.001311
09/04/1981,1.42973394,0,0,1.429734
09/06/1981,8.12581913,2.096986,0,10.222805
09/09/1981,1.39549803,1.183898,0,2.579396
09/09/1981,1.75535911,0,0,1.755359
09/10/1981,1.47340498,0,0,1.473405
09/11/1981,1.17955439,0.7732634,0,1.952818
09/14/1981,1.77986894,0,0,1.779869
09/15/1981,1.98686239,0,0,1.986862
09/16/1981,1.53997379,0.3997379,0,1.939712
09/17/1981,1.67590039,0,0,1.6759
09/17/1981,0,1.572739,0,1.572739
09/19/1981,1.83486239,0.03473132,0.655308,2.524902
09/19/1981,14.02359109,0,0.655308,14.678899
09/20/1981,2.0904325,0.7470511,0.1965924,3.034076
09/21/1981,1.04849279,0.9305374,0,1.97903
09/22/1981,4.62714286,1.310616,0,5.937759
09/26/1981,0.3931848,1.048493,0,1.441678
09/29/1981,0,2.621232,0,2.621232
10/01/1981,1.70380079,0.3342071,0,2.038008
10/03/1981,0.47837484,2.49017,0.78636959,3.754915
10/07/1981,1.96592398,0.4718218,0,2.437746
10/07/1981,1.70203145,0,0,1.702031
10/11/1981,5.48341153,1.626459,0,7.10987
10/15/1981,2.01965924,0,0,2.019659
10/17/1981,1.85049017,0,0,1.85049
10/18/1981,1.21887287,0.1970773,0,1.41595
10/22/1981,2.24115334,3.800786,1.65137615,7.693316
10/25/1981,1.44167759,1.572739,0,3.014417
10/27/1981,1.37614679,0.3931848,0.5897772,2.359109
10/28/1981,1.00253866,0.5897772,0,1.592316
11/01/1981,1.03538663,0.3538663,0,1.389253
11/01/1981,1.33296855,0,0,1.332969
11/03/1981,1.17955439,0.2437746,0,1.423329
11/03/1981,0.99198952,1.330274,0.655308,2.977571
11/05/1981,1.38735518,0,0,1.387355
11/05/1981,0.8768021,0.5281782,0,1.40498
11/08/1981,1.96592398,0.655308,0,2.621232
11/13/1981,2.44429882,1.179554,0.655308,4.279161
11/15/1981,1.57273919,0.0327654,0,1.605505
11/16/1981,1.70380079,0.3079948,0,2.011796
11/17/1981,1.31061599,0.9567497,0,2.267366
11/17/1981,1.46465007,0,0,1.46465
11/19/1981,1.27707995,2.096986,0,3.374066
11/22/1981,0.35187418,1.138925,0,1.490799
11/24/1981,1.57273919,0.5242464,0,2.096986
11/25/1981,1.09979685,0.4703696,0,1.570166
11/25/1981,1.04849279,0.327654,0,1.376147
12/01/1981,2.62123198,0.5242464,0,3.145478
12/07/1981,8.45373526,0,0,8.453735
12/10/1981,0.80523591,2.228047,0,3.033283
12/13/1981,0.0982962,1.965924,0,2.06422
12/14/1981,5.24246396,1.179554,0,6.422018
12/14/1981,1.89878768,0,0,1.898788
12/18/1981,1.31061599,0.1795544,0,1.49017
12/21/1981,2.88335518,47.18218,0,50.065531
12/21/1981,1.44167759,0.1179554,0,1.559633
12/22/1981,0,1.965924,0,1.965924
12/28/1981,1.80005242,0,0,1.800052
12/29/1981,2.09698558,0.327654,0,2.42464
12/29/1981,0,1.310616,0,1.310616
12/31/1981,1.31061599,0.3014417,0,1.612058
01/06/1982,2.08085612,2.140309,0,4.221165
01/08/1982,0.78478002,0.4756243,0,1.260404
01/08/1982,1.11802616,0.2856671,0,1.403693
01/09/1982,1.07015458,0.2271106,0,1.297265
01/13/1982,1.66698098,0.2605113,0,1.927492
01/13/1982,1.42687277,0.488585,0,1.915458
01/14/1982,1.20745184,0,0,1.207452
01/17/1982,0,5.698583,0,5.698583
01/21/1982,1.72413793,0.1783591,0,1.902497
01/22/1982,0.71343639,0.475698,0,1.189134
01/22/1982,1.73569322,8.442331,0,10.178024
01/22/1982,0,0.3602449,1.24183472,1.60208
01/24/1982,0,4.161712,0,4.161712
01/28/1982,2.36304994,0,0,2.36305
01/29/1982,1.90740428,0.05763971,0,1.965044
02/01/1982,1.62689298,0.3190892,0,1.945982
02/01/1982,2.85374554,0,0,2.853746
02/03/1982,0.921522,0.280918,0,1.20244
02/04/1982,3.92390012,6.896552,0,10.820452
02/04/1982,1.58876338,0,0,1.588763
02/04/1982,1.65045184,0.4458977,0,2.09635
02/05/1982,4.75624257,0,0.71343639,5.469679
02/07/1982,1.10225922,0.7907253,0,1.892985
02/08/1982,1.4863258,0.5469679,0,2.033294
02/09/1982,0.65398335,0.9512485,0,1.605232
02/16/1982,1.20689655,0.196195,0,1.403092
02/22/1982,0.9274673,0.2675386,0,1.195006
02/25/1982,2.85374554,0.39239,0,3.246136
02/27/1982,1.26312247,0,0,1.263122
02/27/1982,0.59453032,2.378121,0,2.972652
02/28/1982,1.1038799,0.1010702,0,1.20495
02/28/1982,1.88127348,0,0,1.881273
02/28/1982,1.18906064,0.5945303,0,1.783591
03/07/1982,1.78359096,2.140309,0,3.9239
03/07/1982,1.90249703,0,0,1.902497
03/10/1982,1.6646849,0,0,1.664685
03/10/1982,1.4801736,2.972652,0,4.452825
03/19/1982,1.20471463,0.1189061,0,1.323621
03/20/1982,1.18906064,0.4161712,0,1.605232
03/22/1982,9.6313912,15.33888,0,24.970273
03/25/1982,2.73483948,0,0,2.734839
03/29/1982,1.78359096,0,0,1.783591
04/05/1982,0.91914388,0.7134364,0.1783591,1.810939
04/05/1982,1.08204518,1.032105,0,2.11415
04/11/1982,1.30796671,0.08323424,0,1.391201
04/12/1982,1.34601665,0,0,1.346017
04/12/1982,1.50738407,0,0,1.507384
04/14/1982,1.10814507,0.8323424,0,1.940488
04/14/1982,2.37812128,0.1533294,0.03834721,2.569798
04/18/1982,1.58076576,0,0,1.580766
04/18/1982,1.40903686,0.078478,0,1.487515
04/20/1982,0,1.307967,0.21403092,1.521998
04/21/1982,1.44351962,0.2473246,0,1.690844
04/22/1982,0,1.783591,0,1.783591
04/24/1982,1.12514031,0.1337253,0,1.258866
04/24/1982,1.57374792,0,0,1.573748
04/24/1982,1.22829964,0.2390012,0,1.467301
04/25/1982,2.71370511,0,0,2.713705
04/25/1982,2.6646849,0.07134364,0,2.736029
04/27/1982,1.45659929,0,0,1.456599
04/28/1982,2.13743163,0,0,2.137432
04/28/1982,2.37812128,0.1009691,0,2.47909
05/01/1982,0,1.783591,0.59453032,2.378121
05/01/1982,1.07015458,3.567182,0,4.637337
05/02/1982,0.59453032,0.5945303,0,1.189061
05/03/1982,1.54577883,0,0,1.545779
05/08/1982,1.90249703,0.4399524,0,2.342449
05/12/1982,0,2.337693,0,2.337693
05/16/1982,0.68370987,0.6539834,0.05945303,1.397146
05/23/1982,0.65398335,3.567182,0,4.221165
05/31/1982,1.54577883,0.0941736,0,1.639952
06/03/1982,1.18906064,0.02972652,0,1.218787
06/06/1982,0.83234245,2.853746,0,3.686088
06/07/1982,2.49702735,0,0,2.497027
06/08/1982,2.49702735,0,0,2.497027
06/10/1982,0.95124851,2.972652,1.30796671,5.231867
06/10/1982,0.83234245,0.4756243,0,1.307967
06/11/1982,1.26812485,0,0,1.268125
06/16/1982,1.6646849,0.5005945,0,2.165279
06/17/1982,4.25369917,0.3864935,0,4.640193
06/17/1982,1.78359096,1.189061,0,2.972652
06/22/1982,0.59453032,0.9512485,0.11890606,1.664685
06/24/1982,0.95124851,0.2378121,0,1.189061
06/27/1982,7.72889417,3.567182,0.59453032,11.890606
07/01/1982,2.55648038,0.3091558,0,2.865636
07/01/1982,1.24436742,0,0,1.244367
07/03/1982,0,1.724138,0,1.724138
07/11/1982,5.69560048,0,0,5.6956
07/14/1982,1.24851367,0.1110559,0,1.35957
07/14/1982,2.14030916,3.745541,1.18906064,7.074911
07/15/1982,1.40347562,0,0,1.403476
07/15/1982,1.17507491,0.09416885,0.13317479,1.402419
07/19/1982,0,1.319857,0,1.319857
07/21/1982,1.96481451,1.553158,0.80261593,4.320589
07/24/1982,1.4863258,0.3567182,0,1.843044
07/24/1982,1.1117717,0.3032105,0,1.414982
07/26/1982,0,1.486326,0,1.486326
07/27/1982,4.75624257,0.1897895,0,4.946032
07/28/1982,0.7372176,1.175981,0,1.913199
07/29/1982,3.68608799,9.374554,6.98929845,20.049941
07/29/1982,1.43650773,0,0,1.436508
07/31/1982,3.12960761,2.378121,0,5.507729
08/01/1982,2.25921522,0.9512485,0,3.210464
08/02/1982,1.39932818,0,0,1.399328
08/04/1982,3.57922711,0.6145077,0.808,5.001735
08/04/1982,2.97265161,0.4756243,0,3.448276
08/05/1982,3.09155767,0.4649227,0,3.55648
08/05/1982,1.35756837,0,0,1.357568
08/06/1982,1.23693817,0.8945731,0,2.131511
08/06/1982,1.84188585,0,0,1.841886
08/07/1982,1.42687277,0,0,1.426873
08/09/1982,2.16409037,0.2535077,0,2.417598
08/11/1982,1.25215458,0,0,1.252155
08/12/1982,1.89970273,0,0,1.899703
08/13/1982,1.15645898,0.4027241,0,1.559183
08/20/1982,1.24925327,0,0,1.249253
08/21/1982,1.90324138,0,0,1.903241
08/23/1982,0.95124851,0.4161712,0.23781213,1.605232
08/24/1982,0,1.754034,0.47562426,2.229659
08/27/1982,1.21284185,0,0,1.212842
08/30/1982,2.37812128,1.070155,0,3.448276
09/03/1982,1.24326754,0,0,1.243268
09/06/1982,1.29419501,0.2896861,0.09104994,1.674931
09/08/1982,1.07015458,0.2829964,0,1.353151
09/10/1982,1.42364209,0.3639025,0,1.787545
09/10/1982,1.72413793,0.3127229,0,2.036861
09/13/1982,1.90249703,0.07134364,0,1.973841
09/14/1982,1.64090369,0,0,1.640904
09/18/1982,1.85252913,1.057403,0,2.909932
09/18/1982,2.55095838,0,0,2.550958
09/19/1982,1.42687277,0.08323424,0.29726516,1.807372
09/20/1982,2.97819025,1.024388,0,4.002578
09/22/1982,0.47562426,0.9512485,0,1.426873
09/28/1982,1.78359096,0.5041867,0.05533413,2.343112
09/30/1982,0.93697979,0.451843,0,1.388823
10/01/1982,2.37812128,1.795482,0,4.173603
10/03/1982,1.27853746,0,0,1.278537
10/04/1982,0.23781213,2.857313,0.46373365,3.558859
10/06/1982,0.80142687,0.3987229,0,1.20015
10/16/1982,1.55123424,0,0,1.551234
10/24/1982,1.6996195,0,0,1.69962
10/24/1982,14.57788347,45.1843,5.94530321,65.707491
10/27/1982,6.80004994,18.56005,1.90249703,27.262595
10/27/1982,12.15219976,3.774078,0,15.926278
10/31/1982,1.27949703,0,0,1.279497
11/01/1982,2.04586207,0.541283,0.51129608,3.098441
11/06/1982,2.1146195,0.8323424,0,2.946962
11/07/1982,1.07015458,0.1545779,0,1.224732
11/08/1982,1.07015458,0.4756243,0.11890606,1.664685
11/09/1982,1.31960166,0,0,1.319602
11/11/1982,1.51659929,0,0,1.516599
11/11/1982,1.27323068,0,0,1.273231
11/11/1982,0,1.664685,0,1.664685
11/13/1982,1.30796671,0,0,1.307967
11/15/1982,1.36741974,1.605232,2.49702735,5.469679
11/20/1982,1.24851367,0,0,1.248514
11/21/1982,1.98682521,0,0,1.986825
11/22/1982,1.07015458,0.3567182,0,1.426873
11/23/1982,1.42687277,0,0,1.426873
11/23/1982,2.16409037,0,0,2.16409
11/24/1982,2.14030916,0,0,2.140309
11/25/1982,1.07015458,0.2378121,0,1.307967
11/25/1982,0.41617122,1.082213,0,1.498384
11/27/1982,0.83234245,0.8561237,0,1.688466
12/01/1982,0,1.839949,0,1.839949
12/02/1982,2.37812128,1.997622,0,4.375743
12/02/1982,1.31304875,0.4736433,0,1.786692
12/07/1982,1.65594411,0,0,1.655944
12/09/1982,0.95124851,0.2378121,0,1.189061
12/10/1982,3.85075981,0,0,3.85076
12/10/1982,1.07015458,3.091558,0,4.161712
12/20/1982,1.07015458,1.070155,0,2.140309
12/20/1982,2.14030916,0,0,2.140309
12/20/1982,2.61593341,0,0,2.615933
12/23/1982,4.16171225,0,0,4.161712
12/24/1982,3.80499405,15.70036,2.75287515,22.258226
12/25/1982,2.25921522,0,0,2.259215
12/25/1982,2.73483948,1.545779,0,4.280618
12/25/1982,1.30624732,0,0,1.306247
12/27/1982,4.16171225,1.426873,0,5.588585
12/31/1982,1.01070155,1.783591,0,2.794293
01/03/1983,1.11234705,0.2291435,0.10011124,1.441602
01/03/1983,1.04063181,0.3090145,0,1.349646
01/07/1983,1.39043382,0.1078977,0.06674082,1.565072
01/09/1983,0.97330367,0.1390434,0,1.112347
01/10/1983,1.04558843,0.9818999,0.7826752,2.810164
01/15/1983,0.80358843,0.9798643,0,1.783453
01/18/1983,2.12869855,0,0,2.128699
01/19/1983,4.2269188,0.1223582,0,4.349277
01/23/1983,0,2.71079,0,2.71079
01/24/1983,1.00111235,0.1334816,0,1.134594
01/25/1983,1.93969522,0.5211468,0.16284427,2.623686
01/30/1983,0.46384872,1.696329,0.23359288,2.393771
02/03/1983,1.11234705,4.272525,0.84983315,6.234705
02/08/1983,0.71078977,0.6674082,0,1.378198
02/09/1983,0.88987764,0.32703,0,1.216908
02/11/1983,1.04560623,0.1179088,0,1.163515
02/12/1983,1.12459066,0.7786429,0.55617353,2.459407
02/14/1983,3.55951057,1.167964,0,4.727475
02/14/1983,1.22358176,0.3337041,0,1.557286
02/17/1983,1.00111235,0.3058954,0,1.307008
02/18/1983,2.89210234,0.2513904,0,3.143493
02/20/1983,0.88987764,0.3072303,0,1.197108
02/21/1983,1.1679644,0,0,1.167964
02/24/1983,0,1.112347,0,1.112347
03/18/1983,1.22358176,0.5561735,0,1.779755
03/21/1983,1.49207008,0.1553326,0,1.647403
03/21/1983,1.31202558,0.4116663,0,1.723692
03/22/1983,3.33704116,2.224694,0,5.561735
03/23/1983,1.33481646,0,0,1.334816
03/24/1983,1.44605117,0,0,1.446051
03/28/1983,1.0567297,0.2780868,0,1.334816
04/01/1983,1.11234705,0.4783092,0,1.590656
04/05/1983,0,1.112347,0,1.112347
04/06/1983,1.73376863,0.5200245,0.77864294,3.032436
04/10/1983,2.11790879,1.668521,0,3.786429
04/11/1983,0.16685206,1.668521,0.38932147,2.224694
04/12/1983,1.11234705,1.334816,0,2.447164
04/15/1983,0,10.01112,0,10.011123
04/17/1983,0.82984316,0.3337041,0,1.163547
04/18/1983,1.11234705,0,0,1.112347
04/18/1983,2.48545495,0.6674082,0,3.152863
04/20/1983,3.72636263,0,0,3.726363
04/21/1983,0.44493882,4.004449,0,4.449388
04/21/1983,0.83426029,1.335769,0.11123471,2.281264
04/24/1983,0,2.447164,1.11234705,3.559511
05/04/1983,4.44938821,0,0,4.449388
05/10/1983,0.86985539,0.3392659,0,1.209121
